property_id,prop_type,year_built,is_new_construction,beds,baths_full,baths_half,garage,price,lot_size,building_size,line,neighborhoods,city,county,state_code,postal_code
O2717900403,single_family,2000.0,False,4.0,2,,2,460000,8712,1940,15836 Camino Real,['La Jolla'],Moreno Valley,Riverside,CA,92555
O1609597822,single_family,1986.0,False,3.0,2,1.0,2,415000,7841,1472,10800 Anemone Cir,['Sugar Hill'],Moreno Valley,Riverside,CA,92557
O1812883538,single_family,1989.0,False,4.0,2,,2,440000,8276,1760,26450 Mapleridge Way,['Bear Valley'],Moreno Valley,Riverside,CA,92555
O1075014055,single_family,1992.0,False,4.0,3,,3,507000,7405,2321,21430 Marston Ct,['Seneca'],Moreno Valley,Riverside,CA,92557
O2692878355,single_family,1986.0,False,5.0,3,,3,520000,9148,2253,12055 Cambridge Ct,['Box Springs'],Moreno Valley,Riverside,CA,92557
O2076651880,single_family,1955.0,False,3.0,1,,1,347000,6098,996,12892 Indian St,['Ramona'],Moreno Valley,Riverside,CA,92553
O2742143931,single_family,1982.0,False,3.0,2,,3,415000,13504,1498,23680 Mystic Ct,['Sunnymead'],Moreno Valley,Riverside,CA,92553
O2314669454,single_family,1987.0,False,4.0,2,,2,398000,7405,1545,14253 Woodpark Dr,['Hendrick Ranch'],Moreno Valley,Riverside,CA,92553
O1479653772,single_family,2004.0,False,4.0,2,1.0,3,445000,7405,2368,26221 Beech Dr,['Bear Valley'],Moreno Valley,Riverside,CA,92555
O1978344323,single_family,1986.0,False,3.0,2,1.0,None,436000,7841,1727,12096 Palm Vista St,['Cloverdale'],Moreno Valley,Riverside,CA,92557
O2064201906,single_family,1987.0,False,4.0,2,,2,370000,12632,1595,11724 Country Flower Ln,['Box Springs'],Moreno Valley,Riverside,CA,92557
O1698809340,single_family,1990.0,False,4.0,2,1.0,2,500000,7841,2243,21147 Gallant Fox Dr,['Seneca'],Moreno Valley,Riverside,CA,92557
O1696166606,single_family,1978.0,False,4.0,3,,None,370000,7405,1537,11157 Fernview Pl,['Midland'],Moreno Valley,Riverside,CA,92557
O1951696026,single_family,1984.0,False,4.0,3,,3,540000,31799,2532,11287 Gunsmoke Ln,['Hidden Springs'],Moreno Valley,Riverside,CA,92557
O2022988922,single_family,1987.0,False,3.0,2,,2,375000,8712,1344,25911 Bay Ave,['Butterfield'],Moreno Valley,Riverside,CA,92553
O1803228511,single_family,1989.0,False,3.0,3,,2,415000,5227,2279,10689 Village Rd,['Sugar Hill'],Moreno Valley,Riverside,CA,92557
O1387130447,single_family,1979.0,False,4.0,2,,2,420000,8276,1846,12039 Buckthorn Dr,['Honey Hollow'],Moreno Valley,Riverside,CA,92557
O1413378113,single_family,1989.0,False,3.0,2,1.0,2,385000,5227,1520,16438 Heather Glen Rd,['Bethune'],Moreno Valley,Riverside,CA,92551
O2751013226,single_family,1959.0,False,3.0,1,,2,330000,7841,1060,23921 Ironwood Ave,"['Honey Hollow', 'Sunnymead Orchard Farms']",Moreno Valley,Riverside,CA,92557
O2204214270,single_family,2004.0,False,5.0,2,1.0,None,515000,9583,3438,16433 Gelding Way,None,Moreno Valley,Riverside,CA,92555
O2301779137,single_family,2005.0,False,4.0,4,,2,470900,6970,2821,27393 Honey Scented Rd,['La Jolla'],Moreno Valley,Riverside,CA,92555
O1119804569,single_family,2002.0,False,3.0,2,,2,385000,6098,1398,15349 LA Palma Way,['La Jolla'],Moreno Valley,Riverside,CA,92555
O2887202942,single_family,2006.0,False,4.0,2,,3,560000,12632,2628,13705 Kelton Ct,['Ridgecrest'],Moreno Valley,Riverside,CA,92555
O2913716331,single_family,1980.0,False,3.0,2,,2,375000,8276,1392,23629 Suncrest Ave,['Creekside'],Moreno Valley,Riverside,CA,92553
O1887114147,single_family,1992.0,False,4.0,3,,3,530000,8712,2377,10030 Miracanto Way,['Hidden Springs'],Moreno Valley,Riverside,CA,92557
O1517178285,single_family,1980.0,False,4.0,3,,20,669411,127631,3470,24466 Country Rd,None,Moreno Valley,Riverside,CA,92557
O2751646747,single_family,1984.0,False,4.0,2,,2,435000,7405,1626,12954 Valley Springs Dr,['Sunnymeadows'],Moreno Valley,Riverside,CA,92553
O2366170987,single_family,1988.0,False,3.0,2,1.0,3,445000,6970,2007,24402 Fiji Dr,['Rainbow Ridge'],Moreno Valley,Riverside,CA,92551
O1888533402,single_family,1983.0,False,3.0,2,,2,390000,4791,1330,12313 Arenisca Verde Dr,['Cloverdale'],Moreno Valley,Riverside,CA,92557
O1686999185,single_family,1980.0,False,3.0,2,1.0,3,470000,7405,1954,24593 Skyrock Dr,"['Midland', 'Moreno Acres']",Moreno Valley,Riverside,CA,92557
O1562702745,single_family,1991.0,False,5.0,3,,3,440000,8276,2189,16217 Emma Ln,['Rainbow Ridge'],Moreno Valley,Riverside,CA,92551
O1854472330,single_family,1989.0,False,3.0,2,,3,400000,8276,1322,26042 Scott Victor Cir,['Cloverdale'],Moreno Valley,Riverside,CA,92555
O1441240596,single_family,1982.0,False,4.0,2,,2,425000,7405,1620,14142 Stonehurst Dr,['Chaparral Hills'],Moreno Valley,Riverside,CA,92553
O2285564753,single_family,1989.0,False,3.0,2,,2,382000,5227,1175,14849 Lavender Ln,['Serrano'],Moreno Valley,Riverside,CA,92553
O1646975562,single_family,1994.0,False,4.0,3,,3,550000,19062,2798,25098 Alta Vista Dr,['Sugar Hill'],Moreno Valley,Riverside,CA,92557
O1012565598,single_family,1976.0,False,4.0,2,,3,590000,26136,1996,28010 Kalmia Ave,['Cloverdale'],Moreno Valley,Riverside,CA,92555
O1051376748,single_family,1993.0,False,3.0,2,,2,395000,10019,1501,15736 Prestancia Ct,['La Jolla'],Moreno Valley,Riverside,CA,92555
O1255056309,single_family,2006.0,False,4.0,2,1.0,3,435000,5227,2585,25942 Corte Antigua,['Lasselle'],Moreno Valley,Riverside,CA,92551
O1698216233,single_family,1980.0,False,4.0,2,,2,385500,7405,1263,11438 Daybreak Trl,"['Midland', 'Moreno Acres']",Moreno Valley,Riverside,CA,92557
O1575797612,single_family,2004.0,False,4.0,3,,3,720000,43124,3515,11750 Avocado Ln,['Cloverdale'],Moreno Valley,Riverside,CA,92555
O2392118599,single_family,2006.0,False,6.0,4,1.0,None,207000,8276,4011,14464 Landon Rd,['La Jolla'],Moreno Valley,Riverside,CA,92555
O2070844720,single_family,2003.0,False,4.0,3,,4,488000,6098,2803,16463 Colt Way,['Lasselle'],Moreno Valley,Riverside,CA,92555
O2251260856,single_family,2005.0,False,4.0,2,1.0,2,437000,6534,1869,17830 Camino Del Rey,None,Moreno Valley,Riverside,CA,92551
O1678374671,single_family,2006.0,False,4.0,3,,2,430000,8712,2367,14858 White Box Ln,['La Jolla'],Moreno Valley,Riverside,CA,92555
O2852254672,single_family,2004.0,False,4.0,2,,2,405000,5227,1772,15336 Avenida De Portugal,['La Jolla'],Moreno Valley,Riverside,CA,92555
O1643957021,single_family,1987.0,False,5.0,3,,3,516500,7841,2415,10271 Canyon Vista Rd,['Sugar Hill'],Moreno Valley,Riverside,CA,92557
O1742562705,single_family,1972.0,False,4.0,2,,2,400000,6534,1359,11923 Welby Pl,"['Midland', 'Moreno Acres']",Moreno Valley,Riverside,CA,92557
O2963615428,single_family,1984.0,False,2.0,2,,2,321000,3485,900,13592 Rockcrest Dr,['Creekside'],Moreno Valley,Riverside,CA,92553
O2646146863,single_family,1984.0,False,2.0,1,,2,290000,3485,766,13081 Tonikan Dr,['Towngate'],Moreno Valley,Riverside,CA,92553
O1531861066,single_family,1977.0,False,6.0,2,,3,505000,40946,2126,27840 Locust Ave,['Cloverdale'],Moreno Valley,Riverside,CA,92555
O2723361896,single_family,1985.0,False,4.0,2,,2,386000,7405,1568,12879 Sunnyglen Dr,['Sunnymeadows'],Moreno Valley,Riverside,CA,92553
O1607109074,single_family,2006.0,False,5.0,3,,2,465000,6534,2358,27023 Storrie Lake Dr,['Victoriano'],Moreno Valley,Riverside,CA,92555
O1360336235,single_family,1995.0,False,4.0,2,,2,400000,5227,1631,25900 Via Hamaca Ave,['Lasselle'],Moreno Valley,Riverside,CA,92551
O2127415460,single_family,2008.0,False,4.0,2,1.0,2,429000,3485,1932,27131 Dolostone Way,['Bear Valley'],Moreno Valley,Riverside,CA,92555
O1429763876,land,,False,,None,,None,139000,125453,None,Gilman Springs Rd,None,Moreno Valley,Riverside,CA,92555
O1681033485,single_family,1988.0,False,3.0,2,1.0,2,480000,46609,1738,21725 Winding Rd,['Seneca'],Moreno Valley,Riverside,CA,92557
O2140525705,single_family,1978.0,False,3.0,2,,2,315000,7405,1336,24423 Brodiaea Ave,['Chaparral Hills'],Moreno Valley,Riverside,CA,92553
O2543780468,single_family,2003.0,False,5.0,3,,2,530000,14375,2641,16190 Onda Cir,['Lasselle'],Moreno Valley,Riverside,CA,92551
O1786461985,single_family,1988.0,False,3.0,2,,2,410000,7841,1602,13061 Tioga Pass Ct,['Moreno'],Moreno Valley,Riverside,CA,92555
O1948602952,single_family,1984.0,False,3.0,2,1.0,2,401000,3485,1600,11867 Aslan Ct,['Honey Hollow'],Moreno Valley,Riverside,CA,92557
O2058987823,single_family,1989.0,False,5.0,3,,3,450000,7405,2191,13775 Mangowood Dr,['Butterfield'],Moreno Valley,Riverside,CA,92553
O2195269375,single_family,1984.0,False,3.0,2,,2,391500,6970,1272,14108 Travers Dr,['Chaparral Hills'],Moreno Valley,Riverside,CA,92553
O2240361165,single_family,1989.0,False,4.0,2,1.0,2,385000,4356,1717,14188 Flamingo Bay Ln,['Hendrick Ranch'],Moreno Valley,Riverside,CA,92553
O2157593507,single_family,1979.0,False,3.0,2,,2,390000,7405,1124,24017 Powell Pl,['Chaparral Hills'],Moreno Valley,Riverside,CA,92553
O1591509319,single_family,1989.0,False,4.0,2,,3,410000,7405,1573,24684 Freeport Dr,['Rainbow Ridge'],Moreno Valley,Riverside,CA,92551
O1821622692,mobile,1978.0,False,2.0,2,2.0,None,55000,None,1120,23820 Ironwood Ave Spc 5,['Honey Hollow'],Moreno Valley,Riverside,CA,92557
O1597374593,single_family,1990.0,False,5.0,3,,None,491000,12632,2411,11420 Lasselle St,None,Moreno Valley,Riverside,CA,92557
O2100651147,single_family,1947.0,False,2.0,1,,1,325000,39640,624,24559 Myers Ave,['Ramona'],Moreno Valley,Riverside,CA,92553
O1740475812,single_family,1984.0,False,2.0,2,,2,390000,10019,1325,24986 Escondido Ct,"['Midland', 'Moreno Acres']",Moreno Valley,Riverside,CA,92557
O2173661455,single_family,2004.0,False,5.0,3,,3,450000,7405,2145,16670 Withers Way,['Lasselle'],Moreno Valley,Riverside,CA,92555
O1831960552,single_family,1989.0,False,3.0,2,1.0,None,480000,6970,2152,22626 Springmist Dr,['Hidden Springs'],Moreno Valley,Riverside,CA,92557
O2699750174,single_family,2018.0,False,4.0,2,1.0,2,445000,2178,1982,12681 Horfels Ct,['Bear Valley'],Moreno Valley,Riverside,CA,92555
O1958034385,single_family,1983.0,False,4.0,2,,2,375000,4356,1423,25463 Las Palomas Dr,['Cloverdale'],Moreno Valley,Riverside,CA,92557
O1833454339,single_family,1989.0,False,4.0,2,1.0,3,535000,27007,2151,27251 Darlene Dr,['Cloverdale'],Moreno Valley,Riverside,CA,92555
O2732678382,single_family,1983.0,False,4.0,3,,3,465000,7405,2400,12721 Penske St,['Sunnymeadows'],Moreno Valley,Riverside,CA,92553
O1974502782,single_family,1984.0,False,3.0,2,,2,390000,7405,1376,11604 Honey Hollow,['Honey Hollow'],Moreno Valley,Riverside,CA,92557
O1996079763,single_family,1987.0,False,5.0,3,,3,500000,20473,1994,11630 Blue Lupin Ln,['Box Springs'],Moreno Valley,Riverside,CA,92557
O1761529661,land,,False,,None,,None,110000,73616,None,Apn # 474272039,None,Moreno Valley,None,CA,92555
O2785782350,multi_family,1952.0,False,4.0,2,,None,275000,7841,1890,23616 Tower St,None,Moreno Valley,Riverside,CA,92553
O1811315220,single_family,1987.0,False,3.0,3,,None,320000,8276,1441,23790 Hazelwood Dr,['Sugar Hill'],Moreno Valley,Riverside,CA,92557
O2107247218,single_family,1971.0,False,3.0,2,,2,400000,7405,1131,24628 Myrna St,['Ramona'],Moreno Valley,Riverside,CA,92553
O1604231526,single_family,2008.0,False,4.0,3,1.0,6,1100000,137650,4207,26269 Earley Way,['Cloverdale'],Moreno Valley,Riverside,CA,92555
O1678465284,single_family,1989.0,False,3.0,2,1.0,2,485000,9583,1930,11740 Kayal Ave,['Cloverdale'],Moreno Valley,Riverside,CA,92557
O1145406271,single_family,2005.0,False,5.0,3,,None,460000,6098,3089,27735 Legendary Dr,['La Jolla'],Moreno Valley,Riverside,CA,92555
O2222839018,single_family,1992.0,False,4.0,2,1.0,3,550500,16988,3010,25497 Fran Lou Dr,['Sugar Hill'],Moreno Valley,Riverside,CA,92557
O1473516020,land,,False,,None,,None,70000,7405,None,28959 Alessandro Blvd,['Ridgecrest'],Moreno Valley,Riverside,CA,92555
O1851860566,single_family,1989.0,False,4.0,3,,3,495000,6098,2198,22827 Mesa Springs Way,['Hidden Springs'],Moreno Valley,Riverside,CA,92557
O1335460652,single_family,2005.0,False,6.0,3,,3,505000,5663,3072,25959 Calle Ensenada,['Lasselle'],Moreno Valley,Riverside,CA,92551
O9685627812,land,,False,,None,,None,430500,6098,0,28447 Larksong Way,['Ridgecrest'],Moreno Valley,Riverside,CA,92555
O1211407405,single_family,1990.0,False,4.0,2,1.0,2,456500,6970,1852,16792 Hollyhock Dr,['Bethune'],Moreno Valley,Riverside,CA,92551
O1417894323,single_family,2002.0,False,5.0,2,1.0,3,520000,6098,3118,27770 Via De La Real,['La Jolla'],Moreno Valley,Riverside,CA,92555
O1894607750,single_family,1980.0,False,3.0,2,,2,385000,9583,1304,12364 Marmont Pl,['Cloverdale'],Moreno Valley,Riverside,CA,92557
O2482157182,single_family,1984.0,False,4.0,3,1.0,2,410000,3485,1600,23516 Woodlander Way,['Honey Hollow'],Moreno Valley,Riverside,CA,92557
O1570006870,single_family,1990.0,False,4.0,3,,3,425000,6970,2300,24832 Newgarden St,['Rainbow Ridge'],Moreno Valley,Riverside,CA,92551
O2322905228,single_family,1986.0,False,3.0,3,,None,311500,7405,1330,25970 Delphinium Ave,None,Moreno Valley,Riverside,CA,92553
O9002701906,land,,False,,None,,None,522500,27007,0,9589 American Way,['Hidden Springs'],Moreno Valley,Riverside,CA,92557
O1002931389,condo,2007.0,False,4.0,3,,2,1900000,2635,2112,1126 Boranda Ave,"['Miramonte-Springer', 'Cuesta Park']",Mountain View,Santa Clara,CA,94040
O2005654481,single_family,1954.0,False,3.0,2,,2,2806000,6013,1728,1624 Yale Dr,"['Miramonte-Springer', 'Blossom Valley', 'Varsity Park']",Mountain View,Santa Clara,CA,94040
O2692050065,single_family,1999.0,False,3.0,2,1.0,2,2208800,4691,1852,695 Mariposa Ave,"['Central Mountain View', 'Shoreline West']",Mountain View,Santa Clara,CA,94041
O1375375595,condo,1971.0,False,2.0,2,,None,850000,2000,1105,505 Cypress Point Dr Unit 208,"['Moffett-Whisman', 'Willow Gate']",Mountain View,Santa Clara,CA,94043
O2170742606,single_family,1955.0,False,4.0,2,1.0,1,2386000,7832,1562,694 Drucilla Dr,"['Miramonte-Springer', 'Cuesta Park']",Mountain View,Santa Clara,CA,94040
O2337582231,condo,1979.0,False,4.0,3,,2,1730000,1783,1884,1643 Grant Rd,"['Martens - Carmelita', 'Grant - Sylvan Park']",Mountain View,Santa Clara,CA,94040
O1343997672,single_family,1956.0,False,3.0,2,,2,1610000,5059,1370,563 McCarty Ave,"['Central Mountain View', 'Old Mountain View']",Mountain View,Santa Clara,CA,94041
O2067685031,single_family,2014.0,False,4.0,3,1.0,2,2225000,2479,2017,132 Avellino Way,"['Slater', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1335337727,multi_family,1950.0,False,5.0,None,,4,1901250,7502,2452,624 Victor Way,"['Miramonte-Springer', 'Cuesta Park']",Mountain View,Santa Clara,CA,94040
O1465521910,condo,1985.0,False,2.0,2,1.0,2,1300000,997,1315,163 Gladys Ave,"['Slater', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1990857820,condo,2018.0,False,2.0,2,1.0,2,1510000,912,1327,317 Cherokee Loop,['Monta Loma - Farley - Rock Street'],Mountain View,Santa Clara,CA,94043
O9480316641,condo,2020.0,True,3.0,3,1.0,2,1798000,1692,1692,2000 Montecito Ave,['Monta Loma - Farley - Rock Street'],Mountain View,Santa Clara,CA,94043
O1125358387,single_family,2014.0,False,4.0,3,,2,2623500,6123,1868,988 Farley St,"['Monta Loma - Farley - Rock Street', 'Rex Manor']",Mountain View,Santa Clara,CA,94043
O2103328516,single_family,1955.0,False,3.0,2,,2,2450000,6399,1250,1637 Gretel Ln,"['Miramonte-Springer', 'Cuesta Park']",Mountain View,Santa Clara,CA,94040
O2930457482,single_family,1959.0,False,3.0,2,,2,1750000,5269,1140,2529 Betlo Ave,"['Monta Loma', 'Monta Loma - Farley - Rock Street']",Mountain View,Santa Clara,CA,94043
O1787892487,single_family,1990.0,False,3.0,2,,1,1780000,4055,1481,232 College Ave,"['San Antonio - Rengstorff - del Medio', 'Castro City']",Mountain View,Santa Clara,CA,94040
O2812833205,condo,1998.0,False,3.0,2,1.0,2,1390000,830,1288,139 Frederick Ct,"['Moffett-Whisman', 'Whisman Station']",Mountain View,Santa Clara,CA,94043
O1343401417,single_family,1955.0,False,3.0,2,,2,2100000,5885,1647,110 Mercy St,"['Central Mountain View', 'Old Mountain View']",Mountain View,Santa Clara,CA,94041
O1215989159,multi_family,1977.0,False,4.0,None,,2,2450000,10102,2314,480 Mariposa Ave,"['Central Mountain View', 'Shoreline West']",Mountain View,Santa Clara,CA,94041
O1474689332,condo,2000.0,False,3.0,2,1.0,2,1385000,2307,1440,151 Irene Ct,"['Moffett-Whisman', 'Whisman Station']",Mountain View,Santa Clara,CA,94043
O1291378161,single_family,2021.0,True,4.0,3,,2,3625000,8842,2862,646 Ehrhorn Ave,"['Central Mountain View', 'Old Mountain View']",Mountain View,Santa Clara,CA,94041
O1186288203,condo,1974.0,False,2.0,1,1.0,2,1275000,1430,1193,46 Starlite Ct,"['Sterling Estates', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O2623080468,single_family,1950.0,False,3.0,2,,2,670000,6650,1438,2812 Leslie Ave,['Mountain View'],Martinez,Contra Costa,CA,94553
O9861976291,mobile,1995.0,False,3.0,2,,None,205000,None,1040,1075 Space Park Way Spc 117,['North Bayshore'],Mountain View,Santa Clara,CA,94043
O1398853139,single_family,1954.0,False,3.0,1,1.0,2,1510000,5003,1047,704 Emily Dr,"['Moffett-Whisman', 'North Whisman']",Mountain View,Santa Clara,CA,94043
O1390840962,condo,1970.0,False,1.0,1,,None,565750,871,837,50 E Middlefield Rd Apt 38,"['Moffett-Whisman', 'North Whisman']",Mountain View,Santa Clara,CA,94043
O1388754069,condo,1977.0,False,2.0,1,1.0,1,1175000,871,1290,203 Cypress Point Dr,"['Moffett-Whisman', 'Willow Gate']",Mountain View,Santa Clara,CA,94043
O2963214246,single_family,1955.0,False,3.0,2,,1,2188000,5791,1693,350 Fay Way,"['Monta Loma', 'Monta Loma - Farley - Rock Street']",Mountain View,Santa Clara,CA,94043
O1219715753,single_family,1962.0,False,4.0,2,,2,1803000,7741,1421,770 San Pablo Dr,"['Sterling Estates', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1308771143,condo,2014.0,False,4.0,3,1.0,2,1908888,711,2047,121 Avellino Way,"['Slater', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1895854768,single_family,1938.0,False,2.0,1,,None,2360000,10158,930,395 Martens Ave,"['Martens - Carmelita', 'Grant - Sylvan Park']",Mountain View,Santa Clara,CA,94040
O2598745807,single_family,2015.0,False,2.0,2,,2,540000,4000,None,1241 Santa Fe Ave,['Mountain View'],Martinez,Contra Costa,CA,94553
O1429485744,condo,1998.0,False,3.0,2,1.0,2,1510000,2150,1390,363 Snyder Ln,"['Moffett-Whisman', 'Whisman Station']",Mountain View,Santa Clara,CA,94043
O1038454209,condo,1974.0,False,2.0,2,,2,930000,None,1266,49 Showers Dr Apt W101,['San Antonio - Rengstorff - del Medio'],Mountain View,Santa Clara,CA,94040
O2169326501,single_family,1954.0,False,3.0,2,,2,2800000,6124,1430,1611 Nilda Ave,"['Miramonte-Springer', 'Cuesta Park']",Mountain View,Santa Clara,CA,94040
O1010243891,condo,1976.0,False,3.0,2,1.0,2,1560000,1880,1487,49 Showers Dr Apt L473,['San Antonio - Rengstorff - del Medio'],Mountain View,Santa Clara,CA,94040
O1044677621,condo,1962.0,False,2.0,1,,None,780000,600,899,278 Monroe Dr Apt 19,['Monroe Park'],Mountain View,Santa Clara,CA,94040
O1522960865,condo,1992.0,False,1.0,1,,1,735000,1000,811,550 Ortega Ave Apt B132,['San Antonio - Rengstorff - del Medio'],Mountain View,Santa Clara,CA,94040
O1814219334,condo,1978.0,False,2.0,1,,1,875000,None,982,938 Clark Ave Apt 15,"['Gemello', 'Miramonte-Springer']",Mountain View,Santa Clara,CA,94040
O1063086997,single_family,2017.0,False,5.0,5,1.0,2,4600000,10498,3761,249 Monroe Dr,['Monroe Park'],Mountain View,Santa Clara,CA,94040
O2021944618,condo,1985.0,False,2.0,2,1.0,2,1318000,1905,1328,184 Ada Ave Unit C,"['Slater', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1803112340,condo,2010.0,False,3.0,2,1.0,2,1500880,None,1713,1905 Newbury Dr,['Monta Loma - Farley - Rock Street'],Mountain View,Santa Clara,CA,94043
O1106986277,condo,1968.0,False,3.0,2,,2,1370000,1835,1290,1506 Canna Ct,['Monta Loma - Farley - Rock Street'],Mountain View,Santa Clara,CA,94043
O1285490142,single_family,1945.0,False,4.0,2,,None,1830000,5449,1610,575 Fairmont Ave,"['Central Mountain View', 'Old Mountain View']",Mountain View,Santa Clara,CA,94041
O9011245689,condo,2021.0,True,3.0,3,1.0,2,1815000,None,1614,2006 Thea Cir,None,Mountain View,Santa Clara,CA,94043
O2565989044,single_family,1937.0,False,4.0,2,,None,695000,10625,1980,2230 Pomona Ave,['Mountain View'],Martinez,Contra Costa,CA,94553
O2272349587,condo,2014.0,False,4.0,3,1.0,2,1830000,1225,1770,112 Savannah Loop,"['Slater', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O9711668718,condo,2021.0,True,2.0,2,1.0,2,1500000,945,1406,342 Marquetta Cir,['Monta Loma - Farley - Rock Street'],Mountain View,Santa Clara,CA,94043
O2287086879,single_family,1977.0,False,3.0,2,,2,1850000,5980,1609,818 Runningwood Cir,['Grant - Sylvan Park'],Mountain View,Santa Clara,CA,94040
O1217517063,single_family,2020.0,True,5.0,4,1.0,1,3442000,7203,2777,305 Pettis Ave,"['Central Mountain View', 'Shoreline West']",Mountain View,Santa Clara,CA,94041
O2150656263,condo,1992.0,False,3.0,2,1.0,2,1750000,2311,1749,1025 Bonita Ave,"['Miramonte-Springer', 'Cuesta Park']",Mountain View,Santa Clara,CA,94040
O9532615861,single_family,2020.0,True,4.0,3,,2,1885000,2838,2002,230 Evandale Ave,"['Wagon Wheel', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1360096559,multi_family,1951.0,False,4.0,None,,1,2040000,7626,1536,128 Paul Ave,"['Central Mountain View', 'Old Mountain View']",Mountain View,Santa Clara,CA,94041
O2106496122,single_family,1955.0,False,3.0,2,,2,2650000,5967,1331,1538 Nilda Ave,"['Miramonte-Springer', 'Cuesta Park']",Mountain View,Santa Clara,CA,94040
O1928116403,single_family,2014.0,False,4.0,3,1.0,2,1835000,1622,1840,127 Easy St,"['Slater', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1048739609,single_family,1949.0,False,3.0,3,,1,2035000,6742,1549,413 Del Medio Ave,['San Antonio - Rengstorff - del Medio'],Mountain View,Santa Clara,CA,94040
O1354506667,condo,2008.0,False,3.0,3,1.0,2,1398000,None,1644,1919 Cambridge Dr,['Monta Loma - Farley - Rock Street'],Mountain View,Santa Clara,CA,94043
O2881546985,mobile,2013.0,False,3.0,2,,None,343000,None,1450,433 Sylvan Ave Spc 59,"['Grant - Sylvan Park', 'Sylvan Park']",Mountain View,Santa Clara,CA,94041
O2569282385,mobile,2004.0,False,2.0,1,1.0,None,143000,None,800,440 Moffett Blvd Spc 29,"['Moffett Boulevard', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1628564443,condo,2007.0,False,4.0,3,,2,1900000,1207,2112,1130 Boranda Ave,"['Miramonte-Springer', 'Cuesta Park']",Mountain View,Santa Clara,CA,94040
O2594273894,single_family,1936.0,False,3.0,2,,1,653000,2400,1292,915 Shell Ave,['Mountain View'],Martinez,Contra Costa,CA,94553
O9433082826,condo,2020.0,False,4.0,3,1.0,None,2118000,1530,1887,182 W Dana St,None,Mountain View,Santa Clara,CA,94041
O1634907756,condo,1979.0,False,2.0,2,1.0,2,1500000,1351,1648,1525 Tyler Park Way,"['Miramonte-Springer', 'Cuesta Park']",Mountain View,Santa Clara,CA,94040
O1159307661,condo,1999.0,False,3.0,3,,1,1350000,None,1349,2255 Showers Dr Apt 385,"['San Antonio - Rengstorff - del Medio', 'The Crossings']",Mountain View,Santa Clara,CA,94040
O1015349325,condo,1974.0,False,2.0,2,,None,800000,5635,1248,49 Showers Dr Apt X257,['San Antonio - Rengstorff - del Medio'],Mountain View,Santa Clara,CA,94040
O9509596529,single_family,2020.0,True,4.0,3,,2,1890000,2890,2002,236 Evandale Ave,"['Wagon Wheel', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1413945846,condo,1972.0,False,2.0,1,,1,750000,None,840,116 Flynn Ave Apt D,"['Wagon Wheel', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O2657022954,single_family,2002.0,False,3.0,2,1.0,2,2150000,3750,1610,172 Centre St,"['Central Mountain View', 'Old Mountain View']",Mountain View,Santa Clara,CA,94041
O9551262815,condo,2020.0,False,3.0,3,1.0,None,1948000,1530,1748,184 W Dana St,None,Mountain View,Santa Clara,CA,94041
O1388940398,condo,,False,2.0,1,,None,745000,None,917,90 Flynn Ave Apt B,"['Wagon Wheel', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1235367449,multi_family,1900.0,False,3.0,None,,None,1700000,7831,1600,426-430 S Shoreline Blvd,"['Central Mountain View', 'Shoreline West']",Mountain View,Santa Clara,CA,94041
O9947372166,single_family,1900.0,False,2.0,1,,None,1700000,7831,1600,426-430 S Shoreline Blvd,"['Central Mountain View', 'Shoreline West']",Mountain View,Santa Clara,CA,94041
O9562638713,single_family,2020.0,True,5.0,3,1.0,2,3800000,10232,3711,1125 Castro St,"['Miramonte-Springer', 'Cuesta Park']",Mountain View,Santa Clara,CA,94040
O1947631409,single_family,1955.0,False,3.0,2,,2,2100000,6378,1673,838 Cuesta Dr Apt B,"['Miramonte-Springer', 'Blossom Valley']",Mountain View,Santa Clara,CA,94040
O2023600065,single_family,2005.0,False,4.0,3,,2,2000000,4260,2156,290 Skyview Ct,"['Slater', 'Moffett-Whisman']",Mountain View,Santa Clara,CA,94043
O1144214954,single_family,1950.0,False,4.0,2,,2,2225000,5980,2238,181 Beatrice St,"['Monta Loma - Farley - Rock Street', 'Rex Manor']",Mountain View,Santa Clara,CA,94043
O1014380410,multi_family,1962.0,False,,None,,None,773636,40673,15756,230 Monroe Dr,['Monroe Park'],Mountain View,Santa Clara,CA,94040
O1153717769,condo,1971.0,False,3.0,2,1.0,1,1280000,1386,1254,7 Sutter Creek Ln,"['Monta Loma - Farley - Rock Street', 'Rex Manor']",Mountain View,Santa Clara,CA,94043
